Listid,Listname,Published,Sectorcode,Status,Competitorid,Fiscode,Lastname,Firstname,Nationcode,Gender,Birthdate,Skiclub,Nationalcode,Competitorname,Birthyear,Calculationdate,DHpoints,DHpos,DHSta,SLpoints,SLpos,SLSta,GSpoints,GSpos,GSSta,SGpoints,SGpos,SGSta,ACpoints,ACpos,ACSta
331,"6th FIS points list 2021/2022",1,AL,O,263698,198465,RENAUDIN,Clementine,FRA,W,2005-02-20,"CLUB SKI ALPIN VILLARD DE LANS",2673350,"RENAUDIN Clementine",2005,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,255159,6191511,RENAUT,Enzo,FRA,M,2004-04-20,"CLUB DES SPORTS DE MERIBEL",2661392,"RENAUT Enzo",2004,28-09-2021,115.11,676,*,95.63,1784,*,81.39,1524,*,89.32,717,*,,,
331,"6th FIS points list 2021/2022",1,AL,O,237874,507200,RENBERG,Felicia,SWE,W,2003-01-19,"Srorklinten AK Skalp",SWE,"RENBERG Felicia",2003,28-09-2021,,,,152.19,1792,*,172.80,1950,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,226999,151345,RENC,Daniel,CZE,M,2001-03-16,,,"RENC Daniel",2001,28-09-2021,,,,,,,999.99,3879,*,236.63,2079,*,527.81,1289,*
331,"6th FIS points list 2021/2022",1,AL,O,261039,203255,RENDL,Laurence,GER,M,2005-06-27,"WSV Muenchen",MU,"RENDL Laurence",2005,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,260548,6533726,RENICK,Mason,USA,M,2005-03-20,"Ski and Snowboard Club Vail",6565127,"RENICK Mason",2005,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,222674,561425,RENKO,Luka,SLO,M,2001-01-18,"SK OLIMPIJA",SLO,"RENKO Luka",2001,28-09-2021,,,,83.29,1494,*,98.24,1939,*,143.70,1447,*,169.92,804,*
331,"6th FIS points list 2021/2022",1,AL,O,233473,465127,RENTEA,"Diana Andreea",ROU,W,2002-12-14,"CSM CORONA BRASOV","A 1513","RENTEA Diana Andreea",2002,28-09-2021,124.49,418,*,120.61,1507,*,93.27,1256,*,139.87,862,*,211.62,606,*
331,"6th FIS points list 2021/2022",1,AL,O,212274,107993,RENZONI,Ella,CAN,W,2000-05-25,WMSC,CAN,"RENZONI Ella",2000,28-09-2021,87.05,253,*,61.86,626,*,39.24,280,*,56.42,210,*,121.76,309,*
331,"6th FIS points list 2021/2022",1,AL,O,167504,56282,RESCH,Stephanie,AUT,W,1995-11-22,,,"RESCH Stephanie",1995,28-09-2021,,,,66.59,716,*,24.66,97,*,41.26,134,*,95.22,213,*
331,"6th FIS points list 2021/2022",1,AL,O,205408,426304,RESEN,Henriette,NOR,W,1999-07-27,"Il Heming",3,"RESEN Henriette",1999,28-09-2021,381.93,759,*,42.99,292,*,39.40,286,*,158.10,945,*,665.13,902,*
331,"6th FIS points list 2021/2022",1,AL,O,219766,6536626,RESNICK,Allie,USA,W,2001-09-01,"Ski And snowboard club vail",6297130,"RESNICK Allie",2001,28-09-2021,,,,28.08,123,*,29.14,140,*,202.29,1115,*,,,
331,"6th FIS points list 2021/2022",1,AL,O,238817,6537059,RESNICK,Emma,USA,W,2003-07-23,"Ski and Snowboard Club Vail",6297109,"RESNICK Emma",2003,28-09-2021,,,,30.82,146,*,35.19,218,*,58.13,224,*,172.94,495,*
331,"6th FIS points list 2021/2022",1,AL,O,196732,56421,RETTENBACHER,Karoline,AUT,W,1998-06-08,,,"RETTENBACHER Karoline",1998,28-09-2021,,,,75.25,851,*,85.47,1139,*,232.77,1203,*,279.89,725,*
331,"6th FIS points list 2021/2022",1,AL,O,253931,54839,RETTENWANDER,Clemens,AUT,M,2004-09-20,"SCHIKLUB SAALFELDEN",,"RETTENWANDER Clemens",2004,28-09-2021,,,,58.73,846,*,68.57,1182,*,83.66,630,*,144.33,641,*
331,"6th FIS points list 2021/2022",1,AL,O,252541,206964,RETTENWENDER,Carolin,GER,W,2004-09-17,"TUS Raubling",IG,"RETTENWENDER Carolin",2004,28-09-2021,,,,75.99,865,*,65.48,802,*,74.81,355,*,139.95,391,*
331,"6th FIS points list 2021/2022",1,AL,E,250630,701024,REVESZ,Gergely,SVK,M,1998-09-18,"LO Mladost BB",7877,"REVESZ Gergely",1998,28-09-2021,,,,423.78,3671,*,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,238695,512574,REVEY,Damien,SUI,M,2003-04-14,Grimentz,SUI,"REVEY Damien",2003,28-09-2021,114.38,668,*,55.44,775,*,66.08,1100,*,102.47,907,*,117.81,484,*
331,"6th FIS points list 2021/2022",1,AL,O,202559,700950,REVUCKY,Samuel,SVK,M,1999-01-19,"Lops Bratislava",927,"REVUCKY Samuel",1999,28-09-2021,,,,46.10,538,*,51.87,735,*,140.12,1401,*,159.69,731,*
331,"6th FIS points list 2021/2022",1,AL,O,263869,198487,REY,Salome,FRA,W,2005-10-24,"CLUB DES SPORTS DE TIGNES",2661395,"REY Salome",2005,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,250921,198370,REY,Selina,FRA,W,2003-07-02,"CS CHAMONIX",2671954,"REY Selina",2003,28-09-2021,,,,146.26,1739,*,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,156494,512082,REYMOND,Marco,SUI,M,1994-09-05,Blonay,SUI,"REYMOND Marco",1994,28-09-2021,,,,24.57,133,*,17.52,58,*,456.38,2400,*,999.99,1298,*
331,"6th FIS points list 2021/2022",1,AL,O,263729,198474,"REYNAUD BOISSON",Calliste,FRA,W,2005-02-12,"CLUB SKI LAIQUE LYONNAIS",2675678,"REYNAUD BOISSON Calliste",2005,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,231529,198277,"REYNAUD BOISSON",Lisa,FRA,W,2002-01-31,"CLUB SKI LAIQUE LYONNAIS",2675675,"REYNAUD BOISSON Lisa",2002,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,263031,482311,REYNBOLD,Dmitry,RUS,M,2005-10-16,,,"REYNBOLD Dmitry",2005,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,219866,6532818,REYNOLDS,Jake,USA,M,2001-01-21,"Saint Lawrence University",6215956,"REYNOLDS Jake",2001,28-09-2021,153.45,899,*,61.21,915,*,45.84,566,*,60.42,357,*,114.59,459,*
331,"6th FIS points list 2021/2022",1,AL,O,235717,260431,"REZAEE ARDAKANI",Sam,IRI,M,2002-06-14,,,"REZAEE ARDAKANI Sam",2002,28-09-2021,,,,271.66,3415,*,395.34,3698,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,236155,260440,REZAEI,Sam,IRI,M,2002-06-14,,,"REZAEI Sam",2002,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,217317,961004,REZAIE,Shah-Agha,AFG,M,1994-12-28,,,"REZAIE Shah-Agha",1994,28-09-2021,,,,999.99,3802,*,716.98,3858,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,252849,516786,RHYNER,Eleny,SUI,W,2004-12-06,Feusisberg,SUI,"RHYNER Eleny",2004,28-09-2021,,,,69.03,758,*,124.06,1594,*,97.53,579,*,132.80,361,*
331,"6th FIS points list 2021/2022",1,AL,O,256803,790056,RIABI,Youssef,MAR,M,2002-11-16,,,"RIABI Youssef",2002,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,256560,790052,RIADI,Chadi,MAR,M,2001-08-07,,,"RIADI Chadi",2001,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,262617,496628,"RIBE MOZUN",Lola,ESP,W,2005-08-19,"FADI (Federacion Aragonesa Deportes de Invierno)",ESP,"RIBE MOZUN Lola",2005,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,263473,6191544,RICARD,Tonin,FRA,M,2005-04-08,"EQUIPE COMPETITION CHAMPSAUR",2663382,"RICARD Tonin",2005,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,263133,6296600,RICCI,Asia,ITA,W,2005-06-06,"A.S.D. S.C. PORDENONE",ITA51560,"RICCI Asia",2005,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,187839,6292412,RICCUCCI,Alessandro,ITA,M,1997-09-28,"SKI TEAM CESANA S.S.D. A R.L.",ITA39257,"RICCUCCI Alessandro",1997,28-09-2021,999.99,1422,*,42.40,448,*,42.84,479,*,210.78,1955,*,999.99,1298,*
331,"6th FIS points list 2021/2022",1,AL,O,250804,340618,RICHA,Julien,LBN,M,2003-10-25,"Faraya Sporting",LBN,"RICHA Julien",2003,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,257381,340626,RICHANI,Imran,LBN,M,2004-07-05,"Safra Marine",LBN,"RICHANI Imran",2004,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,235385,340594,RICHANI,Taymour,LBN,M,2001-05-18,"Faraya Mzaar",LBN,"RICHANI Taymour",2001,28-09-2021,,,,370.44,3612,*,381.06,3683,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,220857,6191044,RICHARD,Aurelien,FRA,M,2001-04-26,"Co Val thorens",2637695,"RICHARD Aurelien",2001,28-09-2021,343.61,1308,*,73.71,1226,*,48.76,638,*,148.02,1495,*,,,
331,"6th FIS points list 2021/2022",1,AL,O,253066,6191477,RICHARD,Matilin,FRA,M,2004-07-28,"CS BOGEVE",2672105,"RICHARD Matilin",2004,28-09-2021,,,,118.78,2259,*,139.93,2714,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,E,229108,221515,RICHARDS,Alexandre,GBR,M,2002-06-17,Bsa,GBR,"RICHARDS Alexandre",2002,28-09-2021,,,,340.58,3564,*,455.21,3749,*,371.04,2367,*,,,
331,"6th FIS points list 2021/2022",1,AL,O,260858,6533757,RICHARDS,Benjamin,USA,M,2005-01-10,"Stratton Mountain School",6558598,"RICHARDS Benjamin",2005,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,252421,6537262,RICHARDS,Brianna,USA,W,2004-06-18,"Ski and Snowboard Club Vail",6606395,"RICHARDS Brianna",2004,28-09-2021,,,,188.99,2001,*,223.46,2140,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,240548,108461,RICHARDSON,Britt,CAN,W,2003-05-25,ACA,CAN,"RICHARDSON Britt",2003,28-09-2021,,,,36.02,193,*,25.17,103,*,44.02,147,*,94.36,202,*
331,"6th FIS points list 2021/2022",1,AL,O,262973,108664,RICHARDSON,Claire,CAN,W,2005-09-09,"VERNON SKI CLUB",CAN,"RICHARDSON Claire",2005,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,228488,6533050,RICHEDA,Nicolas,USA,M,2002-03-12,"Burke Mountain Academy",6200703,"RICHEDA Nicolas",2002,28-09-2021,109.86,626,*,48.25,588,*,57.19,876,*,82.86,616,*,158.93,727,*
331,"6th FIS points list 2021/2022",1,AL,O,260664,6533742,RICHEDA,Spencer,USA,M,2005-02-07,"Burke Mountain Academy",6314237,"RICHEDA Spencer",2005,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,255836,6294899,RICHIEDEI,Davide,ITA,M,2004-01-01,"VAL PALOT SKI S.S.D. A R.L.",ITA47800,"RICHIEDEI Davide",2004,28-09-2021,,,,147.50,2674,*,117.04,2321,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,255543,6294858,RICHIEDEI,Filippo,ITA,M,2004-01-01,"VAL PALOT SKI S.S.D. A R.L.",ITA47801,"RICHIEDEI Filippo",2004,28-09-2021,,,,,,,163.08,2960,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,255837,6294900,RICHIEDEI,Simone,ITA,M,2004-01-01,"VAL PALOT SKI S.S.D. A R.L.",ITA47802,"RICHIEDEI Simone",2004,28-09-2021,,,,121.13,2292,*,134.06,2641,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,249561,486244,RICHKOVA,Elizaveta,RUS,W,2003-11-05,,,"RICHKOVA Elizaveta",2003,28-09-2021,,,,118.38,1483,*,126.76,1632,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,258178,206996,RICHTER,Letizia,GER,W,2002-12-30,"SC Neustadt-Aisch",FJ,"RICHTER Letizia",2002,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,261717,512683,RICKENBACH,Nick,SUI,M,2005-05-27,Schwyz,SUI,"RICKENBACH Nick",2005,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,220623,6536648,RIDDELL,Lydia,USA,W,2001-10-31,"Colby College Ski Team",6254981,"RIDDELL Lydia",2001,28-09-2021,,,,67.90,736,*,42.54,341,*,131.22,819,*,,,
331,"6th FIS points list 2021/2022",1,AL,O,262603,207032,RIEDEL,Isabella,GER,W,2003-05-30,"TSV 1860 Muenchen",MU,"RIEDEL Isabella",2003,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,262614,56723,RIEDERER,Elena,AUT,W,2005-08-10,"WSC Monichkirchen",,"RIEDERER Elena",2005,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,219778,54629,RIEDERER,Raphael,AUT,M,2001-02-01,,,"RIEDERER Raphael",2001,28-09-2021,56.01,220,*,37.98,342,*,34.36,271,*,38.69,157,*,75.22,210,*
331,"6th FIS points list 2021/2022",1,AL,O,239368,54769,RIEDLSPERGER,Elias,AUT,M,2003-09-09,"SC Saalbach-Hinterglemm",AUT,"RIEDLSPERGER Elias",2003,28-09-2021,,,,214.30,3192,*,134.70,2644,*,138.33,1377,*,,,
331,"6th FIS points list 2021/2022",1,AL,O,253280,54810,RIEDMANN,Christopher,AUT,M,2004-04-12,"Skiclub Hopfgarten",,"RIEDMANN Christopher",2004,28-09-2021,,,,97.63,1819,*,105.65,2082,*,110.76,1037,*,163.89,758,*
331,"6th FIS points list 2021/2022",1,AL,O,221390,54653,RIEDMANN,Nicolas,AUT,M,2001-12-09,"Sk Hopfgarten",,"RIEDMANN Nicolas",2001,28-09-2021,,,,59.46,872,*,61.68,986,*,96.84,827,*,128.62,555,*
331,"6th FIS points list 2021/2022",1,AL,O,253961,56679,RIEGLER,Elisa,AUT,W,2004-09-17,"SC HALL-ABSAM",,"RIEGLER Elisa",2004,28-09-2021,,,,59.47,569,*,46.30,421,*,70.28,323,*,83.11,156,*
331,"6th FIS points list 2021/2022",1,AL,O,254136,54843,RIEGLER,Samuel,AUT,M,2004-01-26,"ASKOE SC ROSENTAL",,"RIEGLER Samuel",2004,28-09-2021,,,,119.34,2266,*,131.43,2598,*,168.90,1677,*,,,
331,"6th FIS points list 2021/2022",1,AL,O,262086,6533791,RIEMENSCHNEIDER,Jakob,USA,M,2005-04-26,"Steamboat Springs Winter Sports Club",6619561,"RIEMENSCHNEIDER Jakob",2005,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,219834,6532786,RIEMENSCHNEIDER,Noah,USA,M,2001-06-22,"Steamboat Springs Winter Sports Club",6170781,"RIEMENSCHNEIDER Noah",2001,28-09-2021,162.05,951,*,40.75,402,*,39.18,377,*,93.22,769,*,151.31,682,*
331,"6th FIS points list 2021/2022",1,AL,O,205325,54538,RIESER,Stefan,AUT,M,1999-01-06,,,"RIESER Stefan",1999,28-09-2021,25.57,94,*,133.64,2478,*,37.45,333,*,23.01,74,*,103.74,398,*
331,"6th FIS points list 2021/2022",1,AL,O,261032,207020,RIESS,Lena,GER,W,2003-07-06,"SC Pfronten",ASV,"RIESS Lena",2003,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,189746,512254,RIGAL,Anthony,SUI,M,1997-09-22,Heremencia,SUI,"RIGAL Anthony",1997,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,246677,6294712,RIGAMONTI,Leonardo,ITA,M,2003-06-30,"GRUPPO SCIATORI FIAMME GIALLE",ITA46759,"RIGAMONTI Leonardo",2003,28-09-2021,89.95,458,*,52.02,689,*,43.89,512,*,66.16,417,*,82.88,252,*
331,"6th FIS points list 2021/2022",1,AL,O,260638,540039,RIGANTE,Jose,MEX,M,1999-08-29,,,"RIGANTE Jose",1999,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,229801,6295768,"RIGATTI DI GRAZIA",Amelia,ITA,W,2002-01-08,"SKI TEAM CAVALESE A.S.D.",ITA44060,"RIGATTI DI GRAZIA Amelia",2002,28-09-2021,54.90,133,*,148.37,1761,*,93.92,1269,*,62.10,253,*,123.54,322,*
331,"6th FIS points list 2021/2022",1,AL,O,238585,203148,RIGGENMANN,Paul,GER,M,2003-02-27,"SV Hindelang",ASV,"RIGGENMANN Paul",2003,28-09-2021,,,,72.29,1189,*,80.85,1508,*,107.42,987,*,153.23,691,*
331,"6th FIS points list 2021/2022",1,AL,O,255877,6296282,RIGHI,Virginia,ITA,W,2004-03-22,"S.C. NUOVI ORIZZONTI A.S.D.",ITA48322,"RIGHI Virginia",2004,28-09-2021,126.08,424,*,65.94,704,*,78.42,1026,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,255924,6294936,RIGONI,Edoardo,ITA,M,2004-12-12,"CIRCOLO SCIATORI MADESIMO A.S.D.",ITA50185,"RIGONI Edoardo",2004,28-09-2021,,,,163.16,2817,*,200.22,3213,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,260785,507336,"RIHPA MANN",Agnes,SWE,W,2005-06-20,"Vemdalens Alpina",Sweden,"RIHPA MANN Agnes",2005,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,213758,422717,RIIBER,Nikolai,NOR,M,2000-02-15,"Il Heming",3,"RIIBER Nikolai",2000,28-09-2021,,,,51.81,682,*,50.58,703,*,106.56,978,*,999.99,1298,*
331,"6th FIS points list 2021/2022",1,AL,O,229122,170179,RIIS,"Marcus Cristian",DEN,M,2002-09-09,"Skiklubben Hareskov Gmvs Usa",DEN,"RIIS Marcus Cristian",2002,28-09-2021,106.58,593,*,112.15,2137,*,100.99,1985,*,85.03,646,*,155.68,713,*
331,"6th FIS points list 2021/2022",1,AL,O,127673,425879,RIIS-JOHANNESSEN,Kristina,NOR,W,1991-03-05,Ready,03,"RIIS-JOHANNESSEN Kristina",1991,28-09-2021,36.84,86,*,16.74,39,*,17.73,51,*,32.81,99,*,30.07,19,*
331,"6th FIS points list 2021/2022",1,AL,O,215886,325140,RIM,Seung-Hyun,KOR,W,2000-09-28,,KOR,"RIM Seung-Hyun",2000,28-09-2021,,,,67.00,723,*,85.18,1136,*,863.97,1440,*,999.99,928,*
331,"6th FIS points list 2021/2022",1,AL,O,255526,6296291,RINALDI,Linda,ITA,W,2004-03-31,"S.C. RADICI GROUP S.S.D. A R.L.",ITA48382,"RINALDI Linda",2004,28-09-2021,,,,94.07,1168,*,84.87,1133,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,260881,56698,RINGS-WANNER,Valentina,AUT,W,2005-04-27,,,"RINGS-WANNER Valentina",2005,28-09-2021,,,,92.22,1135,,75.08,979,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,254732,426456,RINGSTAD,Linnea,NOR,W,2004-02-02,Ready,03,"RINGSTAD Linnea",2004,28-09-2021,,,,115.80,1452,*,120.33,1567,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,222489,426345,RINGVOLD,Paulina,NOR,W,2001-05-01,"Il Heming",03,"RINGVOLD Paulina",2001,28-09-2021,346.68,746,*,53.53,469,*,44.72,380,*,77.74,385,*,797.29,913,*
331,"6th FIS points list 2021/2022",1,AL,O,251081,185501,RINTAMAKI,Helmi,FIN,W,2003-12-29,"Jyvaskylan Hiihtoseura",FIN,"RINTAMAKI Helmi",2003,28-09-2021,,,,96.79,1205,*,111.22,1480,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,233072,185488,RINTANEN,Fanny,FIN,W,2002-12-09,"Vora If",FIN,"RINTANEN Fanny",2002,28-09-2021,132.63,449,*,72.02,811,*,72.72,950,*,115.37,715,*,187.90,542,*
331,"6th FIS points list 2021/2022",1,AL,O,106444,750088,RISTEVSKI,Antonio,MKD,M,1989-05-19,Rabotnicki,MKD,"RISTEVSKI Antonio",1989,28-09-2021,,,,74.43,1243,*,140.31,2721,*,478.02,2409,*,,,
331,"6th FIS points list 2021/2022",1,AL,O,210997,6532592,RITCHIE,Benjamin,USA,M,2000-09-05,"Green Mountain valley school",6177430,"RITCHIE Benjamin",2000,28-09-2021,,,,15.05,59,*,38.97,373,*,67.60,430,*,73.47,200,*
331,"6th FIS points list 2021/2022",1,AL,O,261261,6537509,RITCHIE,Brenna,USA,W,2005-01-15,"Team Palisades Tahoe",6383489,"RITCHIE Brenna",2005,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,238818,6537060,RITTER,Carey,USA,W,2003-11-14,"Jackson Hole Ski  Snowboard Club",6521363,"RITTER Carey",2003,28-09-2021,,,,98.27,1222,*,101.91,1374,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,262650,6100663,RITTER,Carson,CAN,M,2005-05-09,"REGINA ALPINE",CAN,"RITTER Carson",2005,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,252178,507257,RITZEN,Tilde,SWE,W,2004-01-31,"Luleaa Alpina",Sweden,"RITZEN Tilde",2004,28-09-2021,,,,132.59,1623,*,193.04,2034,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,196143,20442,"RIUS GIMENEZ",Alex,AND,M,1998-09-19,Eca,AND,"RIUS GIMENEZ Alex",1998,28-09-2021,132.59,783,*,29.73,187,*,42.54,472,*,97.76,844,*,126.96,545,*
331,"6th FIS points list 2021/2022",1,AL,O,238042,6294504,RIVA,"Federico Edoardo",ITA,M,2003-03-07,"CIRCOLO SCIATORI MADESIMO A.S.D.",ITA46106,"RIVA Federico Edoardo",2003,28-09-2021,,,,125.37,2359,*,116.94,2318,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,255838,6294901,RIVA,Pietro,ITA,M,2004-01-14,"VAL PALOT SKI S.S.D. A R.L.",ITA47958,"RIVA Pietro",2004,28-09-2021,168.35,979,*,67.94,1080,*,82.11,1547,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,254044,6191502,RIVERIEULX,Victor,FRA,M,2004-01-15,"Ski Club Les Houches",2666217,"RIVERIEULX Victor",2004,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,220929,6191072,RIVES,Louis,FRA,M,2001-01-07,"Cs Courchevel",2654616,"RIVES Louis",2001,28-09-2021,688.83,1348,*,49.58,631,*,76.15,1399,*,174.03,1713,*,999.99,1298,*
331,"6th FIS points list 2021/2022",1,AL,O,223022,151336,RIVNAC,Vojtech,CZE,M,2001-06-28,,,"RIVNAC Vojtech",2001,28-09-2021,750.62,1364,*,68.22,1087,*,80.83,1507,*,120.15,1173,*,,,
331,"6th FIS points list 2021/2022",1,AL,O,252559,6533510,RIXON,Taylor,USA,M,2004-07-02,"Sun Valley Ski Education Fnd",6448362,"RIXON Taylor",2004,28-09-2021,,,,187.76,3045,*,172.43,3037,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,144785,194664,RIZZO,Maxime,FRA,M,1993-11-01,"S.C. Les Arcs",2602511,"RIZZO Maxime",1993,28-09-2021,67.97,284,*,27.93,168,*,56.38,860,*,103.16,917,*,86.99,281,*
331,"6th FIS points list 2021/2022",1,AL,O,145616,790020,RKIOUI,Hamza,MAR,M,1992-02-18,"Ski Club tensift",5089,"RKIOUI Hamza",1992,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,202066,790028,RKIOUI,Ismail,MAR,M,1995-02-11,Cam,MAR,"RKIOUI Ismail",1995,28-09-2021,,,,,,,348.34,3643,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,252531,6533509,ROACH,Hunter,USA,M,2004-09-01,"Ski and Snowboard Club Vail",6473885,"ROACH Hunter",2004,28-09-2021,168.23,978,*,76.74,1309,*,72.84,1303,*,125.80,1243,*,,,
331,"6th FIS points list 2021/2022",1,AL,O,262391,6537556,ROBB,Elanore,USA,W,2005-07-16,"Afton Alps Alpine Club",6493183,"ROBB Elanore",2005,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,262460,6533841,ROBBINS,Tanner,USA,M,2005-03-10,"Holderness School",6385039,"ROBBINS Tanner",2005,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,263309,6533885,ROBEL,Jack,USA,M,2005-08-09,"Boyne Racing",6799851,"ROBEL Jack",2005,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,263845,198484,ROBERT,Candice,FRA,W,2005-03-13,"CLUB DES SPORTS MEGEVE",2671404,"ROBERT Candice",2005,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,219694,507078,ROBERT,Ellen,SWE,W,2001-08-08,"Bollnaes Alpina klubb",SWE,"ROBERT Ellen",2001,28-09-2021,338.64,744,*,39.10,237,*,47.09,428,*,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,189282,20428,ROBERT,Pol,AND,M,1997-12-26,Andorra,AND,"ROBERT Pol",1997,28-09-2021,673.89,1343,*,63.97,980,*,54.44,801,*,124.52,1231,*,266.63,1129,*
331,"6th FIS points list 2021/2022",1,AL,O,230212,410451,ROBERTS,Keir,NZL,M,2002-08-16,"Queenstown Alpine ski Team",,"ROBERTS Keir",2002,28-09-2021,137.73,814,*,93.70,1741,*,68.07,1168,*,116.17,1120,*,169.30,797,*
331,"6th FIS points list 2021/2022",1,AL,O,260671,6537487,ROBERTS,Molly,USA,W,2005-09-20,"Ski and Snowboard Club Vail",6610651,"ROBERTS Molly",2005,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,263568,108682,ROBERTSON,Coco,CAN,W,2005-07-26,"GEORGIAN PEAKS",CAN,"ROBERTSON Coco",2005,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,228490,6533052,ROBILLARD,Luca,USA,M,2002-12-20,"Sugar Bowl Ski Team  Academy",6486475,"ROBILLARD Luca",2002,28-09-2021,,,,100.08,1875,*,81.88,1537,*,137.10,1367,*,,,
331,"6th FIS points list 2021/2022",1,AL,O,262364,6533827,ROBIN,Kyle,USA,M,2005-09-21,"Burke Mountain Academy",6452326,"ROBIN Kyle",2005,28-09-2021,,,,,,,,,,,,,,,
331,"6th FIS points list 2021/2022",1,AL,O,240077,565509,ROBIN,Masa,SLO,W,2003-03-04,"SK VUZENICA",SLO,"ROBIN Masa",2003,28-09-2021,122.95,408,*,76.78,877,*,80.02,1056,*,111.99,695,*,181.04,523,*
